Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3,mol_no_salt
Drug 3964,O=C(CC(O)C(=O)OCCBr)OCCBr,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4030>,347.98699999999997,0.6136000000000001,5,1,72.83,7,7,15,0,0.75,<rdkit.Chem.rdchem.Mol object at 0x000001775E246ED0>
Drug 3971,O=[N+]([O-])c1cc2ccc(N(CCCl)CCCl)cc2o1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B42D0>,303.145,3.6250000000000027,4,0,59.52,6,7,19,2,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E246F30>
Drug 3972,Cc1ccc(/N=C/N=C/N(C)c2ccc(C)cc2C)c(C)c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4330>,293.41400000000004,4.744780000000004,1,0,27.96,4,3,22,2,0.2631578947368421,<rdkit.Chem.rdchem.Mol object at 0x000001775E246F90>
Drug 3974,COc1cc([N+](=O)[O-])ccc1N=N[C@H](C(C)=O)C(=O)Nc1ccccc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B43F0>,386.3640000000001,3.2920000000000007,8,1,132.48999999999998,8,10,28,2,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E247030>
Drug 3975,O=[N+]([O-])c1ccc2cc3c(cc2c1)C(O)C(O)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4450>,257.245,2.1690999999999994,4,2,83.60000000000001,1,5,19,3,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E247090>
Drug 3977,COc1ccc(/C(Br)=C\C(=O)O)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4510>,257.08299999999997,2.5156,2,1,46.53,3,4,14,1,0.1,<rdkit.Chem.rdchem.Mol object at 0x000001775E2470F0>
Drug 3979,Cc1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B45D0>,298.3670000000001,3.3440200000000013,3,1,59.06,3,5,21,3,0.0625,<rdkit.Chem.rdchem.Mol object at 0x000001775E247150>
Drug 3988,O=[N+]([O-])c1ccc(N=Nc2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4930>,227.22300000000004,4.010200000000002,4,0,67.86,3,5,17,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2471B0>
Drug 3991,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4A50>,256.21299999999997,1.5788000000000004,5,3,94.83000000000001,0,5,19,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E247210>
Drug 3992,CCCOC(=O)c1cc(O)c(O)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4AB0>,212.201,1.3701999999999999,5,3,86.99000000000001,3,5,15,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E247270>
Drug 3993,ClCCN(CCCl)c1ccc2ccccc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4B10>,268.187,4.123800000000003,1,0,3.24,5,3,17,2,0.2857142857142857,<rdkit.Chem.rdchem.Mol object at 0x000001775E2472D0>
Drug 3994,Cc1ccc(N(CC2(O)OCC(O)C(O)C2O)N=O)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4B70>,298.2950000000001,-0.7156800000000005,7,4,122.82000000000002,4,8,21,2,0.5384615384615384,<rdkit.Chem.rdchem.Mol object at 0x000001775E247330>
Drug 3997,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4C90>,214.26799999999997,2.5416000000000007,2,1,37.379999999999995,1,3,16,3,0.3076923076923077,<rdkit.Chem.rdchem.Mol object at 0x000001775E247390>
Drug 3998,COc1cccc(/C=C/c2ccc(N)cc2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4CF0>,225.291,3.447800000000001,2,1,35.25,3,2,17,2,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E2473F0>
Drug 4002,NC(CCC(=O)NC(CSC(=O)NCCCCl)C(=O)NCC(=O)O)C(=O)O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4E70>,426.87900000000013,-1.0641999999999974,7,6,187.91999999999996,13,13,27,0,0.6428571428571429,<rdkit.Chem.rdchem.Mol object at 0x000001775E247450>
Drug 4003,Nc1nc(O)nc2c1ncn2C1CC(O)C(CO)O1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4ED0>,267.245,-1.2452000000000005,9,4,139.54,2,9,19,3,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E2474B0>
Drug 4005,O=CC(=C(Cl)Cl)C(Cl)Cl,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B4F90>,207.871,2.6782000000000004,1,0,17.07,2,5,9,0,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E247510>
Drug 4007,O=C(O)/C(Cl)=C(\C(=O)O)C(Cl)Cl,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3090>,233.43400000000003,1.4522000000000002,2,2,74.6,3,7,12,0,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E247570>
Drug 4008,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B30F0>,270.23999999999995,1.3654999999999993,5,3,94.83,1,5,20,3,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E2475D0>
Drug 4010,Nc1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ncnc1-2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B31B0>,256.225,1.4618999999999998,6,2,123.62,2,8,19,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E247630>
Drug 4012,N#CCC[C@](Br)(C#N)CBr,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3270>,265.936,2.34236,2,0,47.58,3,4,10,0,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E247690>
Drug 4013,COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B32D0>,258.277,3.629500000000002,4,0,56.89,4,5,19,2,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E2476F0>
Drug 4015,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3390>,405.49500000000023,1.2352000000000007,5,4,132.95999999999998,12,8,29,2,0.5714285714285714,<rdkit.Chem.rdchem.Mol object at 0x000001775E247750>
Drug 4017,O=NN(CCCl)C(=O)NC1CCCCC1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3450>,233.69899999999996,2.2509000000000006,3,1,61.77,4,6,15,1,0.8888888888888888,<rdkit.Chem.rdchem.Mol object at 0x000001775E2477B0>
Drug 4018,Cc1ccccc1N=Nc1ccc(N(C)C)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B34B0>,239.32200000000003,4.4764200000000045,3,0,27.96,3,3,18,2,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E247810>
Drug 4020,O=[N+]([O-])c1ccc2c(c1)Oc1cc([N+](=O)[O-])ccc1O2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3570>,274.188,3.4010000000000016,6,0,104.74000000000001,2,8,20,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E247870>
Drug 4022,Nc1ccc(-c2ccc(N)cc2Cl)c(Cl)c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3630>,253.13199999999998,3.8248000000000015,2,2,52.04,1,4,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2478D0>
Drug 4023,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3690>,358.35300000000007,2.1361999999999997,4,0,74.76,4,6,27,4,0.047619047619047616,<rdkit.Chem.rdchem.Mol object at 0x000001775E247930>
Drug 4028,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3870>,285.32099999999997,0.3736999999999999,5,2,87.07000000000001,3,7,19,3,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E247990>
Drug 4030,CC1(C)CCCC2(C)C1CCC1(C)C(C=O)C(C=O)=CCC12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3930>,302.458,4.579400000000004,2,0,34.14,2,2,22,3,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E2479F0>
Drug 4032,CN(C)CCN(Cc1ccc(O)cc1)c1ccccn1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B39F0>,271.36400000000003,2.3554000000000004,4,1,39.6,6,4,20,2,0.3125,<rdkit.Chem.rdchem.Mol object at 0x000001775E247A50>
Drug 4033,CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3A50>,369.3730000000001,1.9192999999999998,5,3,112.93000000000002,5,7,27,3,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E247AB0>
Drug 4035,O=CNc1nc(-c2cc([N+](=O)[O-])cs2)cs1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3B10>,255.28,2.3480999999999996,6,1,85.13,4,8,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E247B10>
Drug 4036,CCC(=O)/C=C/C1C(C)=CCCC1(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3B70>,206.32899999999995,3.904200000000003,1,0,17.07,3,1,15,1,0.6428571428571429,<rdkit.Chem.rdchem.Mol object at 0x000001775E247B70>
Drug 4044,COc1cc([N+](=O)[O-])ccc1NC(C)=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3E70>,210.189,1.5617999999999996,4,1,81.47,3,6,15,1,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E247BD0>
Drug 4046,CNS(=O)(=O)c1ccc(NC(C)=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3F30>,228.273,0.5530999999999997,3,2,75.27000000000001,3,6,15,1,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E247C30>
Drug 4047,Cc1cn([C@@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B3F90>,267.245,-0.19628000000000012,6,2,133.07999999999998,3,9,19,2,0.6,<rdkit.Chem.rdchem.Mol object at 0x000001775E247C90>
Drug 4050,COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B60F0>,329.39600000000013,2.0180999999999996,5,1,59.0,2,5,24,4,0.5263157894736842,<rdkit.Chem.rdchem.Mol object at 0x000001775E247CF0>
Drug 4054,CC(=O)c1oc([N+](=O)[O-])c(Cl)c1Cl,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6270>,223.999,2.6972000000000005,4,0,73.35,2,7,13,1,0.16666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E247D50>
Drug 4055,O=C(Nc1ccc(F)cc1)c1csc([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B62D0>,266.253,3.0477000000000016,4,1,72.24,3,7,18,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E247DB0>
Drug 4065,O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6690>,221.62099999999998,1.5223,4,0,77.28,2,7,13,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E247E10>
Drug 4068,CC(=O)OC1COC(Nc2ccc([N+](=O)[O-])cc2)C(OC(C)=O)C1OC(C)=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B67B0>,396.3520000000002,1.1580999999999995,10,1,143.3,6,11,28,2,0.47058823529411764,<rdkit.Chem.rdchem.Mol object at 0x000001775E247E70>
Drug 4069,CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6810>,338.4880000000001,2.0858000000000003,4,4,80.92,2,4,24,4,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E247ED0>
Drug 4072,O=C(O)[C@@H]1[C@H](C(=O)O)[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6930>,388.845,3.2335000000000003,2,2,74.6,2,10,19,2,0.5555555555555556,<rdkit.Chem.rdchem.Mol object at 0x000001775E247F30>
Drug 4076,O=[N+]([O-])c1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)s1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6AB0>,342.38,3.1031000000000013,7,0,81.39,3,8,24,4,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E247F90>
Drug 4079,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6BD0>,423.4280000000001,3.036400000000001,8,4,179.71,4,12,28,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E248030>
Drug 4080,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6C30>,214.22400000000002,3.338400000000001,3,1,55.17,3,4,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E248090>
Drug 4081,O=C1C=Cc2c(ccc3c2ccc2ccccc23)C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6C90>,258.276,3.771600000000002,2,0,34.14,0,2,20,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2480F0>
Drug 4082,CC(=O)N(OC(=O)c1ccccc1)c1ccc2c(c1)Cc1ccccc1-2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6CF0>,343.3820000000001,4.382700000000003,3,0,46.61,2,4,26,4,0.09090909090909091,<rdkit.Chem.rdchem.Mol object at 0x000001775E248150>
Drug 4083,NC[C@H]1CC[C@H](C(=O)c2ccc(CCC(=O)O)cc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6D50>,289.37500000000006,2.651600000000001,3,2,80.39,6,4,21,2,0.5294117647058824,<rdkit.Chem.rdchem.Mol object at 0x000001775E2481B0>
Drug 4084,Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6DB0>,317.341,0.12059999999999926,6,3,91.92000000000002,2,6,23,4,0.47058823529411764,<rdkit.Chem.rdchem.Mol object at 0x000001775E248210>
Drug 4088,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6F30>,298.30400000000003,3.3061000000000016,6,0,53.47,6,7,19,2,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E248270>
Drug 4089,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B6F90>,311.592,4.368900000000003,3,0,35.53,6,6,18,1,0.4166666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E2482D0>
Drug 4090,CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8030>,336.4320000000001,2.3655,5,3,87.66,10,6,24,1,0.5555555555555556,<rdkit.Chem.rdchem.Mol object at 0x000001775E248330>
Drug 4091,O=[N+]([O-])c1ccc(/C=C/c2cccc([N+](=O)[O-])c2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8090>,270.24399999999997,3.6734000000000027,4,0,86.28,4,6,20,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E248390>
Drug 4092,O=C(O)c1ccc(/C=C/c2ccc([N+](=O)[O-])o2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B80F0>,259.217,3.056400000000001,4,1,93.58,4,6,19,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2483F0>
Drug 4095,Cc1nc2c(cc(C)c3ccc4ccc(O)cc4c32)[nH]1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8210>,262.31199999999995,4.191740000000002,2,2,48.910000000000004,0,3,20,4,0.11764705882352941,<rdkit.Chem.rdchem.Mol object at 0x000001775E248450>
Drug 4096,Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8270>,286.23900000000003,1.5928200000000001,6,4,115.06,0,6,21,3,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E2484B0>
Drug 4097,COc1ccc2cc(C(C)C(=O)O)ccc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B82D0>,230.26299999999998,3.036500000000001,2,1,46.53,3,3,17,2,0.21428571428571427,<rdkit.Chem.rdchem.Mol object at 0x000001775E248510>
Drug 4098,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8330>,383.4000000000002,2.8732000000000015,7,0,66.46000000000001,3,7,28,5,0.38095238095238093,<rdkit.Chem.rdchem.Mol object at 0x000001775E248570>
Drug 4102,Cc1nn(C)c(N)c1C(=O)c1ccccc1F,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B84B0>,233.246,1.6808200000000004,4,1,60.910000000000004,2,5,17,2,0.16666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E2485D0>
Drug 4105,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B85D0>,290.344,2.0599999999999996,4,2,89.26,3,6,20,2,0.07142857142857142,<rdkit.Chem.rdchem.Mol object at 0x000001775E248630>
Drug 4113,BrC/C=C\CBr,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B88D0>,213.89999999999998,2.3324000000000007,0,0,0.0,2,2,6,0,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E248690>
Drug 4114,CCCCN1C2c3ccccc3-c3ccccc3C21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8930>,249.357,4.565100000000004,1,0,3.01,3,1,19,4,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2486F0>
Drug 4116,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CSC12)c1nsc(N)n1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B89F0>,516.5450000000001,-1.1551999999999971,12,3,181.28000000000003,7,16,35,5,0.2631578947368421,<rdkit.Chem.rdchem.Mol object at 0x000001775E248750>
Drug 4119,Cc1cc(C)c2nsnc2c1[N+](=O)[O-],1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8B10>,209.23,2.2163400000000006,5,0,68.92,1,6,14,2,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E2487B0>
Drug 4121,O=[N+]([O-])c1ccccc1/C=C/c1ccccn1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8BD0>,226.235,3.1602000000000023,3,0,56.03,3,4,17,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E248810>
Drug 4122,Cc1nc2c3c(ccc4ccc(O)cc43)ccc2n1C,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8C30>,262.312,3.893720000000002,3,1,38.050000000000004,0,3,20,4,0.11764705882352941,<rdkit.Chem.rdchem.Mol object at 0x000001775E248870>
Drug 4123,CCOc1ccccc1OCC1CNCCO1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8C90>,237.29899999999992,1.4525,4,1,39.72,5,4,17,2,0.5384615384615384,<rdkit.Chem.rdchem.Mol object at 0x000001775E2488D0>
Drug 4124,CCC/C=C/C(=O)OC1C(C)(C)CC2C1(O)C=C(C=O)C13CC21C(=O)OC3O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8CF0>,390.43200000000013,1.4222999999999997,7,2,110.13000000000001,5,7,28,4,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E248930>
Drug 4125,COc1cc2c(c3oc(=O)c4c(c13)CC[C@@H]4O)[C@@H]1C=CO[C@@H]1O2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8D50>,314.293,2.1271999999999993,6,1,78.13000000000001,1,6,23,5,0.35294117647058826,<rdkit.Chem.rdchem.Mol object at 0x000001775E248990>
Drug 4127,O=[N+]([O-])c1ccc(C2OCC3(CO)COC(c4ccc([N+](=O)[O-])cc4)N23)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8E10>,387.348,2.2939,8,1,128.21000000000004,5,10,28,4,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2489F0>
Drug 4129,CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8ED0>,523.3370000000003,1.5752000000000004,10,5,210.53999999999996,9,15,35,3,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E248A50>
Drug 4131,Cc1cc2c(c(O)c1O)C(=O)c1c(O)cc(O)cc1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B8F90>,286.23900000000003,1.5928200000000001,6,4,115.06,0,6,21,3,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E248AB0>
Drug 4133,Cc1cc2c(c3ccc4ccccc4c13)CCC2,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA090>,232.32599999999994,4.7901200000000035,0,0,0.0,0,0,18,4,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E248B10>
Drug 4134,CON(C)C(=O)Nc1ccc(Br)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA0F0>,259.10299999999995,2.4742000000000006,2,1,41.57,2,5,14,1,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E248B70>
Drug 4139,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA2D0>,263.21099999999996,2.4909,6,0,70.83,5,8,16,1,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E248BD0>
Drug 4141,O=C1CC2NCCCNCCCCN(CCCN1)C(=O)C1c3cc2ccc3OC1c1ccc(O)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA390>,492.6200000000002,2.7523000000000017,6,4,102.93,1,8,36,5,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E248C30>
Drug 4143,O=C(OCc1ccc(Cl)cc1Cl)c1cccc2cccnc12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA450>,332.18600000000004,4.898600000000004,3,0,39.19,3,5,22,3,0.058823529411764705,<rdkit.Chem.rdchem.Mol object at 0x000001775E248C90>
Drug 4147,O=C(O)CCCCCCCCC(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA5D0>,202.24999999999997,2.2763999999999998,2,2,74.6,9,4,14,0,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E248CF0>
Drug 4149,O=NN(CC1(O)CCC(O)C(O)C1O)C(C(=O)O)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA690>,308.24300000000005,-2.8848000000000003,8,6,188.19,6,11,21,1,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E248D50>
Drug 4150,OC1c2ccccc2-c2cc3ccccc3c(Br)c2C1O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA6F0>,341.20400000000006,4.349700000000003,2,2,40.46,0,3,21,4,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E248DB0>
Drug 4151,CN(C)CCNC(=O)c1ccc2nc3ccccc3c(N)c2c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA750>,308.3850000000001,2.2616000000000005,4,2,71.25,4,5,23,3,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E248E10>
Drug 4157,Cc1ccc(C)c2c1ccc1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BA990>,206.288,4.609840000000004,0,0,0.0,0,0,16,3,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E248E70>
Drug 4160,CNC(=O)N(C)c1nc2ccccc2s1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BAAB0>,221.28500000000003,2.0719000000000003,3,1,45.230000000000004,1,5,15,2,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E248ED0>
Drug 4162,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BAB70>,240.284,1.2074999999999998,3,1,66.48,1,6,16,2,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E248F30>
Drug 4164,NP(=O)(O)N(CCCl)CCCl,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BAC30>,221.02399999999997,0.8251000000000002,1,2,66.56,5,7,11,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E248F90>
Drug 4165,O=C1Nc2cc3ccccc3c3c4c(cc1c23)OCO4,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BAC90>,263.25199999999995,3.2874000000000017,3,1,47.56,0,4,20,5,0.0625,<rdkit.Chem.rdchem.Mol object at 0x000001775E249030>
Drug 4166,CN(C)CCCNc1c2ccccc2nc2cc([N+](=O)[O-])ccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BACF0>,324.38400000000007,3.6598000000000024,5,1,71.3,6,6,24,3,0.2777777777777778,<rdkit.Chem.rdchem.Mol object at 0x000001775E249090>
Drug 4167,CCc1cccc2c3c([nH]c12)C(C)(CC)OCC3,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BAD50>,243.3499999999999,3.928200000000003,1,1,25.02,2,2,18,3,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E2490F0>
Drug 4171,CN(N=O)C(=O)Oc1cccc2ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BAED0>,230.223,2.9518000000000013,4,0,58.97,2,5,17,2,0.08333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E249150>
Drug 4172,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1cccc([N+](=O)[O-])c1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7BAF30>,312.23700000000014,2.5868200000000003,6,0,120.41999999999999,2,8,23,3,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E2491B0>
